Total train data points: 2448, Won: 45.91503267973856%, Lost: 29.820261437908496%, Draw: 24.264705882352942%
Total val data points: 306, Won: 45.09803921568628%, Lost: 31.045751633986928%, Draw: 23.856209150326798%
Total test data points: 306, Won: 40.19607843137255%, Lost: 37.58169934640523%, Draw: 22.22222222222222%
GNN model, data {} 0
Continuous evaluation
2754
T:0, train_loss:1.07730, train_acc:0.37778, val_loss=1.09380, val_acc=0.31019
C:\Users\Amin\anaconda3\lib\site-packages\pandas\core\frame.py:3636: SettingWithCopyWarning:
A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_indexer,col_indexer] = value instead

See the caveats in the documentation: https://pandas.pydata.org/pandas-docs/stable/user_guide/indexing.html#returning-a-view-versus-a-copy
  self[k1] = value[k2]
T:1, train_loss:1.04682, train_acc:0.55714, val_loss=1.09316, val_acc=0.31173
T:2, train_loss:1.06567, train_acc:0.42242, val_loss=1.09395, val_acc=0.30556
T:3, train_loss:1.05650, train_acc:0.50073, val_loss=1.08585, val_acc=0.32716
T:4, train_loss:1.01200, train_acc:0.51696, val_loss=1.08555, val_acc=0.37963
T:5, train_loss:0.99755, train_acc:0.50237, val_loss=1.07591, val_acc=0.42901
T:6, train_loss:0.97626, train_acc:0.49247, val_loss=1.12626, val_acc=0.44136
38
T:7, train_loss:0.98299, train_acc:0.47326, val_loss=1.21093, val_acc=0.40586
T:8, train_loss:1.00784, train_acc:0.47130, val_loss=1.32388, val_acc=0.36265
39
T:9, train_loss:0.98800, train_acc:0.48500, val_loss=1.39056, val_acc=0.41358
T:10, train_loss:0.99210, train_acc:0.48460, val_loss=1.40540, val_acc=0.35494
T:11, train_loss:1.01731, train_acc:0.48442, val_loss=1.54203, val_acc=0.38889
T:12, train_loss:1.02868, train_acc:0.47863, val_loss=1.59379, val_acc=0.37809
T:13, train_loss:1.01062, train_acc:0.48432, val_loss=1.50962, val_acc=0.40586
T:14, train_loss:1.01497, train_acc:0.50208, val_loss=1.48839, val_acc=0.42284
T:15, train_loss:1.01231, train_acc:0.51257, val_loss=1.64962, val_acc=0.44599
T:16, train_loss:1.01301, train_acc:0.52754, val_loss=1.87241, val_acc=0.47222
T:17, train_loss:1.02090, train_acc:0.50705, val_loss=1.65790, val_acc=0.46605
T:18, train_loss:1.03007, train_acc:0.49694, val_loss=1.84251, val_acc=0.46759
T:19, train_loss:1.01745, train_acc:0.50767, val_loss=1.55400, val_acc=0.45679
T:20, train_loss:1.04489, train_acc:0.48967, val_loss=1.66440, val_acc=0.45370
T:21, train_loss:1.02175, train_acc:0.50036, val_loss=1.79068, val_acc=0.45988
T:22, train_loss:1.01844, train_acc:0.51769, val_loss=2.14356, val_acc=0.46759
T:23, train_loss:1.02187, train_acc:0.51615, val_loss=1.64618, val_acc=0.47840
T:24, train_loss:1.02610, train_acc:0.50429, val_loss=1.82825, val_acc=0.47840
T:25, train_loss:1.01737, train_acc:0.50855, val_loss=1.79288, val_acc=0.46759
T:26, train_loss:1.00697, train_acc:0.50885, val_loss=1.47461, val_acc=0.47840
T:27, train_loss:1.00859, train_acc:0.50664, val_loss=2.60073, val_acc=0.47222
T:28, train_loss:1.00966, train_acc:0.50691, val_loss=1.87379, val_acc=0.46605
T:29, train_loss:1.03088, train_acc:0.48562, val_loss=3.23741, val_acc=0.47222
T:30, train_loss:1.03275, train_acc:0.48796, val_loss=1.17335, val_acc=0.46759
T:31, train_loss:1.02563, train_acc:0.49459, val_loss=1.26354, val_acc=0.43981
T:32, train_loss:1.03363, train_acc:0.48313, val_loss=1.52379, val_acc=0.47685
