Total train data points: 2448, Won: 45.91503267973856%, Lost: 29.820261437908496%, Draw: 24.264705882352942%
Total val data points: 306, Won: 45.09803921568628%, Lost: 31.045751633986928%, Draw: 23.856209150326798%
Total test data points: 306, Won: 40.19607843137255%, Lost: 37.58169934640523%, Draw: 22.22222222222222%
GNN model, data {} 0
Continuous evaluation
2754
T:0, train_loss:1.10263, train_acc:0.33333, val_loss=1.10364, val_acc=0.31019
C:\Users\Amin\anaconda3\lib\site-packages\pandas\core\frame.py:3636: SettingWithCopyWarning:
A value is trying to be set on a copy of a slice from a DataFrame.
Try using .loc[row_indexer,col_indexer] = value instead

See the caveats in the documentation: https://pandas.pydata.org/pandas-docs/stable/user_guide/indexing.html#returning-a-view-versus-a-copy
  self[k1] = value[k2]
T:1, train_loss:1.06726, train_acc:0.55556, val_loss=1.10326, val_acc=0.31173
T:2, train_loss:1.09103, train_acc:0.40741, val_loss=1.10578, val_acc=0.30556
T:3, train_loss:1.08930, train_acc:0.39181, val_loss=1.10665, val_acc=0.30556
T:4, train_loss:1.05812, train_acc:0.50117, val_loss=1.10610, val_acc=0.30710
T:5, train_loss:1.01685, train_acc:0.52089, val_loss=1.07611, val_acc=0.44444
T:6, train_loss:1.00139, train_acc:0.48881, val_loss=1.09773, val_acc=0.44907
T:7, train_loss:1.00188, train_acc:0.47153, val_loss=1.21886, val_acc=0.38889
T:8, train_loss:1.01641, train_acc:0.46080, val_loss=1.35117, val_acc=0.34877
T:9, train_loss:1.00925, train_acc:0.48278, val_loss=1.38792, val_acc=0.37809
T:10, train_loss:1.01541, train_acc:0.47943, val_loss=1.60342, val_acc=0.37500
T:11, train_loss:1.01648, train_acc:0.49729, val_loss=1.34347, val_acc=0.39660
T:12, train_loss:1.04102, train_acc:0.49302, val_loss=1.33230, val_acc=0.39352
T:13, train_loss:1.03426, train_acc:0.47774, val_loss=1.20456, val_acc=0.41667
T:14, train_loss:1.03806, train_acc:0.50136, val_loss=1.22749, val_acc=0.40895
T:15, train_loss:1.03260, train_acc:0.49074, val_loss=1.16761, val_acc=0.34877
T:16, train_loss:1.02094, train_acc:0.51167, val_loss=1.09874, val_acc=0.44136
T:17, train_loss:1.03819, train_acc:0.49250, val_loss=1.05531, val_acc=0.46759
T:18, train_loss:1.05166, train_acc:0.46672, val_loss=1.06793, val_acc=0.45216
T:19, train_loss:1.03087, train_acc:0.49087, val_loss=1.05893, val_acc=0.45833
T:20, train_loss:1.04650, train_acc:0.48501, val_loss=1.05041, val_acc=0.45370
T:21, train_loss:1.03886, train_acc:0.49327, val_loss=1.04893, val_acc=0.43056
T:22, train_loss:1.02908, train_acc:0.49893, val_loss=1.13864, val_acc=0.44444
T:23, train_loss:1.04857, train_acc:0.48999, val_loss=1.09757, val_acc=0.43210
T:24, train_loss:1.05591, train_acc:0.46698, val_loss=1.10144, val_acc=0.34259
T:25, train_loss:1.03452, train_acc:0.49106, val_loss=1.14195, val_acc=0.43519
T:26, train_loss:1.03674, train_acc:0.48569, val_loss=1.66020, val_acc=0.44599
T:27, train_loss:1.03534, train_acc:0.48680, val_loss=1.21812, val_acc=0.43519
T:28, train_loss:1.06102, train_acc:0.43963, val_loss=1.07084, val_acc=0.44907
T:29, train_loss:1.04141, train_acc:0.48079, val_loss=1.07179, val_acc=0.44444
T:30, train_loss:1.04561, train_acc:0.47970, val_loss=1.10054, val_acc=0.41975
T:31, train_loss:1.03524, train_acc:0.48845, val_loss=1.06760, val_acc=0.45988
T:32, train_loss:1.04926, train_acc:0.44006, val_loss=1.08124, val_acc=0.47068
