1990,Fake,12:00:00 AM,Tottenham Hotspur,Liverpool,1,1,1,L
1990,Fake,12:00:00 AM,Wigan Athletic,Chelsea,1,1,1,W
1990,Fake,12:00:00 AM,Norwich City,Blackburn Rovers,1,1,1,L
1990,Fake,12:00:00 AM,Swansea City,Aston Villa,1,1,1,D
1990,Fake,12:00:00 AM,Fulham,Stoke City,1,1,1,W
1990,Fake,12:00:00 AM,Sunderland,Manchester City,1,1,1,L
1990,Fake,12:00:00 AM,Everton,West Bromwich Albion,1,1,1,L
1990,Fake,12:00:00 AM,Queens Park Rangers,Newcastle United,1,1,1,D
1990,Fake,12:00:00 AM,Arsenal,Wolverhampton Wanderers,1,1,1,W
1990,Fake,12:00:00 AM,Bolton Wanderers,Manchester United,1,1,1,W
1990,Fake,12:00:00 AM,Chelsea,Tottenham Hotspur,1,1,1,L
1990,Fake,12:00:00 AM,Blackburn Rovers,Liverpool,1,1,1,L
1990,Fake,12:00:00 AM,Aston Villa,Wigan Athletic,1,1,1,D
1990,Fake,12:00:00 AM,Stoke City,Norwich City,1,1,1,L
1990,Fake,12:00:00 AM,Manchester City,Swansea City,1,1,1,L
1990,Fake,12:00:00 AM,West Bromwich Albion,Fulham,1,1,1,W
1990,Fake,12:00:00 AM,Newcastle United,Sunderland,1,1,1,W
1990,Fake,12:00:00 AM,Wolverhampton Wanderers,Everton,1,1,1,L
1990,Fake,12:00:00 AM,Manchester United,Queens Park Rangers,1,1,1,D
1990,Fake,12:00:00 AM,Bolton Wanderers,Arsenal,1,1,1,D
1990,Fake,12:00:00 AM,Tottenham Hotspur,Blackburn Rovers,1,1,1,D
1990,Fake,12:00:00 AM,Chelsea,Aston Villa,1,1,1,W
1990,Fake,12:00:00 AM,Liverpool,Stoke City,1,1,1,W
1990,Fake,12:00:00 AM,Wigan Athletic,Manchester City,1,1,1,L
1990,Fake,12:00:00 AM,Norwich City,West Bromwich Albion,1,1,1,W
1990,Fake,12:00:00 AM,Swansea City,Newcastle United,1,1,1,W
1990,Fake,12:00:00 AM,Fulham,Wolverhampton Wanderers,1,1,1,W
1990,Fake,12:00:00 AM,Sunderland,Manchester United,1,1,1,L
1990,Fake,12:00:00 AM,Everton,Bolton Wanderers,1,1,1,L
1990,Fake,12:00:00 AM,Queens Park Rangers,Arsenal,1,1,1,L
1990,Fake,12:00:00 AM,Aston Villa,Tottenham Hotspur,1,1,1,W
1990,Fake,12:00:00 AM,Stoke City,Blackburn Rovers,1,1,1,L
1990,Fake,12:00:00 AM,Manchester City,Chelsea,1,1,1,L
1990,Fake,12:00:00 AM,West Bromwich Albion,Liverpool,1,1,1,L
1990,Fake,12:00:00 AM,Newcastle United,Wigan Athletic,1,1,1,L
1990,Fake,12:00:00 AM,Wolverhampton Wanderers,Norwich City,1,1,1,L
1990,Fake,12:00:00 AM,Manchester United,Swansea City,1,1,1,W
1990,Fake,12:00:00 AM,Bolton Wanderers,Fulham,1,1,1,W
1990,Fake,12:00:00 AM,Arsenal,Sunderland,1,1,1,W
1990,Fake,12:00:00 AM,Queens Park Rangers,Everton,1,1,1,L
1990,Fake,12:00:00 AM,Tottenham Hotspur,Stoke City,1,1,1,W
1990,Fake,12:00:00 AM,Aston Villa,Manchester City,1,1,1,L
1990,Fake,12:00:00 AM,Blackburn Rovers,West Bromwich Albion,1,1,1,W
1990,Fake,12:00:00 AM,Chelsea,Newcastle United,1,1,1,W
1990,Fake,12:00:00 AM,Liverpool,Wolverhampton Wanderers,1,1,1,W
1990,Fake,12:00:00 AM,Wigan Athletic,Manchester United,1,1,1,L
1990,Fake,12:00:00 AM,Norwich City,Bolton Wanderers,1,1,1,L
1990,Fake,12:00:00 AM,Swansea City,Arsenal,1,1,1,W
1990,Fake,12:00:00 AM,Fulham,Queens Park Rangers,1,1,1,D
1990,Fake,12:00:00 AM,Sunderland,Everton,1,1,1,L
1990,Fake,12:00:00 AM,Manchester City,Tottenham Hotspur,1,1,1,L
1990,Fake,12:00:00 AM,West Bromwich Albion,Stoke City,1,1,1,D
1990,Fake,12:00:00 AM,Newcastle United,Aston Villa,1,1,1,D
1990,Fake,12:00:00 AM,Wolverhampton Wanderers,Blackburn Rovers,1,1,1,D
1990,Fake,12:00:00 AM,Manchester United,Chelsea,1,1,1,W
1990,Fake,12:00:00 AM,Bolton Wanderers,Liverpool,1,1,1,D
1990,Fake,12:00:00 AM,Arsenal,Wigan Athletic,1,1,1,W
1990,Fake,12:00:00 AM,Queens Park Rangers,Norwich City,1,1,1,W
1990,Fake,12:00:00 AM,Everton,Swansea City,1,1,1,L
1990,Fake,12:00:00 AM,Sunderland,Fulham,1,1,1,D
1990,Fake,12:00:00 AM,Tottenham Hotspur,West Bromwich Albion,1,1,1,W
1990,Fake,12:00:00 AM,Manchester City,Newcastle United,1,1,1,W
1990,Fake,12:00:00 AM,Stoke City,Wolverhampton Wanderers,1,1,1,W
1990,Fake,12:00:00 AM,Aston Villa,Manchester United,1,1,1,L
1990,Fake,12:00:00 AM,Blackburn Rovers,Bolton Wanderers,1,1,1,W
1990,Fake,12:00:00 AM,Chelsea,Arsenal,1,1,1,W
1990,Fake,12:00:00 AM,Liverpool,Queens Park Rangers,1,1,1,W
